-2.000000000000000000e+03, 7.209492990244186416e-04
-1.959595959595959584e+03, 0.000000000000000000e+00
-1.919191919191919169e+03, 0.000000000000000000e+00
-1.878787878787878753e+03, 4.501869808254214673e-04
-1.838383838383838338e+03, 5.474634102178568482e-04
-1.797979797979797922e+03, 2.977259786470552532e-04
-1.757575757575757507e+03, 1.210769627483661271e-05
-1.717171717171717319e+03, 1.542146710486661085e-04
-1.676767676767676676e+03, 0.000000000000000000e+00
-1.636363636363636488e+03, 9.368371138002084490e-04
-1.595959595959595845e+03, 1.779060570520442689e-04
-1.555555555555555657e+03, 4.770214788858338729e-04
-1.515151515151515241e+03, 0.000000000000000000e+00
-1.474747474747474826e+03, 0.000000000000000000e+00
-1.434343434343434410e+03, 6.090373416660318281e-04
-1.393939393939393995e+03, 3.056383634221410172e-04
-1.353535353535353579e+03, 0.000000000000000000e+00
-1.313131313131313163e+03, 0.000000000000000000e+00
-1.272727272727272748e+03, 6.535747886097851948e-04
-1.232323232323232332e+03, 8.045795562833169727e-04
-1.191919191919191917e+03, 1.706951777352303467e-04
-1.151515151515151501e+03, 8.026757199497103982e-04
-1.111111111111111313e+03, 6.727741716384634313e-04
-1.070707070707070670e+03, 2.969352596444298329e-04
-1.030303030303030482e+03, 1.482680167225483570e-03
-9.898989898989899530e+02, 1.090166667639212630e-03
-9.494949494949496511e+02, 1.299837964650107274e-03
-9.090909090909092356e+02, 9.047335421662472399e-04
-8.686868686868688201e+02, 3.005978130852419257e-04
-8.282828282828284046e+02, 7.582696216220414934e-04
-7.878787878787879890e+02, 1.848066465294839105e-03
-7.474747474747475735e+02, 1.440000356557323904e-03
-7.070707070707071580e+02, 1.650704119731331854e-03
-6.666666666666667425e+02, 1.708661769856261196e-03
-6.262626262626263269e+02, 1.680052969033337968e-03
-5.858585858585859114e+02, 2.102737587240671377e-03
-5.454545454545454959e+02, 1.867192615649879107e-03
-5.050505050505050804e+02, 2.531657346971537964e-03
-4.646464646464646648e+02, 2.455644254506582358e-03
-4.242424242424242493e+02, 2.809039099977594066e-03
-3.838383838383838338e+02, 3.915658128477021369e-03
-3.434343434343436456e+02, 3.829888379615398186e-03
-3.030303030303032301e+02, 3.377145585775324747e-03
-2.626262626262628146e+02, 4.301877841379470394e-03
-2.222222222222223991e+02, 4.424809780901583882e-03
-1.818181818181819835e+02, 4.779904226983509863e-03
-1.414141414141415680e+02, 6.483599868331889511e-03
-1.010101010101011525e+02, 5.788796666722894474e-03
-6.060606060606073697e+01, 6.793484217422925825e-03
-2.020202020202032145e+01, 6.985135778521544062e-03
2.020202020202009408e+01, 6.859447556290874763e-03
6.060606060606050960e+01, 6.226857217594055326e-03
1.010101010101006977e+02, 6.106149328712037576e-03
1.414141414141413406e+02, 6.203216167323587389e-03
1.818181818181815288e+02, 5.377791448417565054e-03
2.222222222222221717e+02, 4.539115820705005508e-03
2.626262626262623598e+02, 4.222103000965352418e-03
3.030303030303030027e+02, 4.463668861546618398e-03
3.434343434343431909e+02, 3.605732542362632184e-03
3.838383838383838338e+02, 3.554860849160190045e-03
4.242424242424240219e+02, 3.549412002604559850e-03
4.646464646464646648e+02, 2.898261311497993698e-03
5.050505050505048530e+02, 2.013839938988886986e-03
5.454545454545454959e+02, 2.142659828124753550e-03
5.858585858585856840e+02, 2.427551327042708901e-03
6.262626262626258722e+02, 1.432385061516643337e-03
6.666666666666665151e+02, 2.203198824639375844e-03
7.070707070707067032e+02, 2.054482060787062719e-03
7.474747474747473461e+02, 1.273795844893828386e-03
7.878787878787875343e+02, 1.852162399849067130e-03
8.282828282828281772e+02, 1.074211678774679088e-03
8.686868686868683653e+02, 1.832856651487004647e-03
9.090909090909090082e+02, 9.721861222990241984e-04
9.494949494949491964e+02, 9.446121404352711068e-04
9.898989898989898393e+02, 1.512050994710914791e-03
1.030303030303030027e+03, 7.895201135006820956e-04
1.070707070707070670e+03, 5.611508758810043957e-04
1.111111111111110858e+03, 2.594082471489263047e-04
1.151515151515151501e+03, 4.287831302086960025e-04
1.191919191919191690e+03, 3.042370768043829027e-04
1.232323232323232332e+03, 9.785748421128807970e-04
1.272727272727272521e+03, 6.257806571468595407e-04
1.313131313131312709e+03, 0.000000000000000000e+00
1.353535353535353352e+03, 1.059209461822509897e-03
1.393939393939393540e+03, 1.006160997304621999e-03
1.434343434343434183e+03, 3.374027105834927556e-04
1.474747474747474371e+03, 0.000000000000000000e+00
1.515151515151515014e+03, 1.136448373338410939e-03
1.555555555555555202e+03, 0.000000000000000000e+00
1.595959595959595845e+03, 4.514017570214509884e-04
1.636363636363636033e+03, 2.552435261203874861e-04
1.676767676767676676e+03, 0.000000000000000000e+00
1.717171717171716864e+03, 2.394266498887856844e-04
1.757575757575757507e+03, 2.533512083212051966e-04
1.797979797979797695e+03, 0.000000000000000000e+00
1.838383838383838338e+03, 1.436304542163225999e-04
1.878787878787878526e+03, 1.886532614609867024e-05
1.919191919191918714e+03, 0.000000000000000000e+00
1.959595959595959357e+03, 0.000000000000000000e+00
2.000000000000000000e+03, 0.000000000000000000e+00
